accession	gene_name
WP_060709552	mepC
WP_016498128	mepC
WP_060517517	mepC
WP_056801975	mepC
WP_046614836	mepC
WP_025340485	mepC
WP_043197760	mepC
WP_085590368	mepC
WP_029887532	mepC
WP_087500363	mepC
WP_086977982	mepC
WP_039613768	mepC
WP_085625830	mepC
WP_013974037	mepC
WP_054912198	mepC
WP_079226702	mepC
WP_054885047	mepC
WP_027917920	mepC
WP_023660874	mepC
WP_063913230	mepC
WP_047149619	mepC
WP_054906004	mepC
WP_085602296	mepC
WP_060484051	mepC
WP_085675152	mepC
WP_070095183	mepC
WP_023378918	mepC
WP_027908105	mepC
WP_060508474	mepC
WP_008097165	mepC
WP_016395598	mepC
WP_012312945	mepC
WP_033702755	mepC
WP_085273599	mepC
WP_027594096	mepC
WP_046784917	mepC
WP_070093785	mepC
WP_070576017	mepC
WP_054899343	mepC
WP_043206422	mepC
WP_063545955	mepC
WP_065862402	mepC
WP_054894500	mepC
WP_027914540	mepC
WP_088852643	mepC
WP_058603242	mepC
WP_023534396	mepC
WP_060478057	mepC
WP_050703920	mepC
WP_038705526	mepC
WP_011535418	mepC
WP_046856915	mepC
WP_012027605	dpr/dps
2BW1	dpr/dps
WP_014736235	dpr/dps
CAH55669	dpr/dps
WP_024385928	dpr/dps
2CF7	dpr/dps
WP_079397602	dpr/dps
WP_079395281	dpr/dps
WP_023371255	dpr/dps
WP_079395690	dpr/dps
WP_029996859	dpr/dps
WP_004194743	dpr/dps
WP_024384587	dpr/dps
WP_079397117	dpr/dps
WP_079398188	dpr/dps
WP_024381668	dpr/dps
WP_024396116	dpr/dps
CAH55667	dpr/dps
WP_079396406	dpr/dps
WP_015647242	dpr/dps
WP_029185193	dpr/dps
WP_024411180	dpr/dps
WP_024400989	dpr/dps
CAH55666	dpr/dps
WP_079395797	dpr/dps
WP_024413002	dpr/dps
WP_029176245	dpr/dps
WP_074414325	dpr/dps
WP_024399649	dpr/dps
WP_079396545	dpr/dps
WP_024415250	dpr/dps
WP_079398147	dpr/dps
WP_029751708	dpr/dps
WP_029175881	dpr/dps
WP_079396278	dpr/dps
WP_079395081	dpr/dps
WP_079269159	dpr/dps
WP_024398345	dpr/dps
WP_024418598	dpr/dps
WP_024375844	dpr/dps
WP_029179809	dpr/dps
WP_079397229	dpr/dps
WP_029944149	dpr/dps
WP_029186351	dpr/dps
WP_073259320	dpr/dps
WP_029177617	dpr/dps
WP_029173420	dpr/dps
WP_002942808	dpr/dps
WP_029188957	dpr/dps
WP_044774368	dpr/dps
WP_044775325	dpr/dps
WP_029174977	dpr/dps
WP_024391171	dpr/dps
KPA64722	dpr/dps
WP_024532543	dpr/dps
WP_024405123	dpr/dps
WP_049618085	dpr/dps
WP_067086262	dpr/dps
OLF49669	dpr/dps
WP_076995393	dpr/dps
WP_075104521	dpr/dps
WP_018378554	dpr/dps
CRH85966	dpr/dps
WP_078945742	dpr/dps
WP_045612105	dpr/dps
WP_078376796	dpr/dps
WP_079109311	dpr/dps
WP_079199754	dpr/dps
WP_050257218	dpr/dps
CVQ51019	dpr/dps
WP_049502372	dpr/dps
WP_033682099	dpr/dps
WP_078154430	dpr/dps
WP_078136556	dpr/dps
WP_079199713	dpr/dps
WP_033685403	dpr/dps
CEZ09075	dpr/dps
WP_078800494	dpr/dps
WP_084864670	dpr/dps
WP_000229882	dpr/dps
WP_001006518	dpr/dps
WP_001006524	dpr/dps
WP_081094060	dpr/dps
WP_078376831	dpr/dps
WP_078983016	dpr/dps
WP_078376300	dpr/dps
WP_074192653	dpr/dps
WP_078144434	dpr/dps
CCM07938	dpr/dps
WP_088806833	dpr/dps
WP_081571554	dpr/dps
WP_049510669	dpr/dps
WP_049531691	dpr/dps
WP_079199688	dpr/dps
WP_049530227	dpr/dps
EGV03526	dpr/dps
WP_025168624	dpr/dps
WP_070677115	dpr/dps
WP_075230837	dpr/dps
WP_078854050	dpr/dps
CTP63507	dpr/dps
WP_078159202	dpr/dps
WP_078801502	dpr/dps
WP_080568517	dpr/dps
WP_078141763	dpr/dps
WP_079118907	dpr/dps
WP_078934321	dpr/dps
WP_050302812	dpr/dps
WP_081525723	dpr/dps
WP_078135298	dpr/dps
CKI92525	dpr/dps
WP_078922622	dpr/dps
WP_075213597	dpr/dps
WP_078149941	dpr/dps
WP_078152564	dpr/dps
KEQ34978	dpr/dps
WP_001006526	dpr/dps
WP_079012222	dpr/dps
WP_088786506	dpr/dps
WP_078971673	dpr/dps
WP_078170376	dpr/dps
WP_079014882	dpr/dps
WP_078372413	dpr/dps
CTJ42458	dpr/dps
WP_078135399	dpr/dps
WP_078375021	dpr/dps
WP_079114120	dpr/dps
WP_079058209	dpr/dps
WP_079094205	dpr/dps
WP_078162587	dpr/dps
WP_075271488	dpr/dps
WP_078465560	dpr/dps
WP_081570803	dpr/dps
WP_079100841	dpr/dps
EHZ21294	dpr/dps
WP_078169173	dpr/dps
ABJ54111	dpr/dps
CZD86625	dpr/dps
WP_088808016	dpr/dps
WP_049504723	dpr/dps
WP_006150192	dpr/dps
SIA19450	dpr/dps
WP_016466667	dpr/dps
EFO54223	dpr/dps
WP_049494681	dpr/dps
KXW24128	dpr/dps
WP_079120651	dpr/dps
WP_079102107	dpr/dps
WP_078135247	dpr/dps
WP_078374136	dpr/dps
WP_079116596	dpr/dps
WP_078145597	dpr/dps
WP_079011770	dpr/dps
CZE16962	dpr/dps
WP_088848569	dpr/dps
WP_078140172	dpr/dps
WP_002205329	dpr/dps
WP_079102165	dpr/dps
WP_078701529	dpr/dps
WP_079114291	dpr/dps
WP_001846608	dpr/dps
WP_083972323	dpr/dps
WP_018373673	dpr/dps
WP_000229851	dpr/dps
WP_045614227	dpr/dps
WP_038806331	dpr/dps
WP_078133603	dpr/dps
WP_049510252	dpr/dps
WP_004252174	dpr/dps
WP_006151429	dpr/dps
WP_075227531	dpr/dps
WP_074629797	dpr/dps
WP_045763543	dpr/dps
WP_074479733	dpr/dps
WP_039698454	dpr/dps
WP_024344226	dpr/dps
WP_021141848	dpr/dps
WP_078142852	dpr/dps
WP_075228087	dpr/dps
WP_000229860	dpr/dps
CRE54797	dpr/dps
WP_001864315	dpr/dps
WP_054364988	dpr/dps
WP_050081607	dpr/dps
WP_050969864	dpr/dps
WP_049527534	dpr/dps
EFN99579	dpr/dps
WP_078138770	dpr/dps
WP_078846503	dpr/dps
WP_050282960	dpr/dps
EFN97576	dpr/dps
WP_078846563	dpr/dps
WP_050107673	dpr/dps
WP_050082354	dpr/dps
WP_078159869	dpr/dps
WP_050250617	dpr/dps
WP_079111252	dpr/dps
WP_000229853	dpr/dps
WP_050104495	dpr/dps
WP_057600142	dpr/dps
WP_078706288	dpr/dps
WP_078158429	dpr/dps
WP_050313234	dpr/dps
WP_078373654	dpr/dps
WP_070529038	dpr/dps
WP_044791932	dpr/dps
EJG33164	dpr/dps
WP_075232119	dpr/dps
KXT73760	dpr/dps
WP_080554064	dpr/dps
WP_049511924	dpr/dps
WP_001006527	dpr/dps
WP_000229886	dpr/dps
WP_078139513	dpr/dps
WP_001006605	dpr/dps
WP_061767173	dpr/dps
WP_081529861	dpr/dps
CTM43529	dpr/dps
WP_050253273	dpr/dps
WP_024478871	dpr/dps
WP_000229856	dpr/dps
WP_001006504	dpr/dps
WP_078137272	dpr/dps
WP_061457582	dpr/dps
WP_000229862	dpr/dps
WP_078375340	dpr/dps
WP_078135888	dpr/dps
WP_016398570	dpr/dps
WP_050206975	dpr/dps
WP_050136913	dpr/dps
WP_079018514	dpr/dps
WP_050389338	dpr/dps
WP_079009138	dpr/dps
WP_079015432	dpr/dps
WP_078828504	dpr/dps
WP_057601283	dpr/dps
WP_001866317	dpr/dps
WP_078142591	dpr/dps
WP_050973121	dpr/dps
WP_057487091	dpr/dps
WP_078905165	dpr/dps
WP_078726221	dpr/dps
WP_060955425	dpr/dps
WP_061863645	dpr/dps
WP_080983781	dpr/dps
WP_078764405	dpr/dps
WP_081103172	dpr/dps
WP_078134076	dpr/dps
ETE04241	dpr/dps
WP_075213629	dpr/dps
WP_023938491	dpr/dps
WP_061762913	dpr/dps
WP_049551666	dpr/dps
WP_000229857	dpr/dps
WP_050222889	dpr/dps
WP_050099662	dpr/dps
WP_049492376	dpr/dps
WP_000229855	dpr/dps
WP_080572888	dpr/dps
WP_050221755	dpr/dps
WP_000229342	dpr/dps
WP_078801354	dpr/dps
WP_023937471	dpr/dps
WP_050222208	dpr/dps
WP_061760678	dpr/dps
EHE33522	dpr/dps
WP_050165533	dpr/dps
WP_002929669	dpr/dps
WP_002910333	dpr/dps
WP_037615936	dpr/dps
WP_062199109	dpr/dps
WP_048766236	dpr/dps
WP_001006522	dpr/dps
WP_080566718	dpr/dps
WP_078171738	dpr/dps
WP_078134546	dpr/dps
WP_083804101	dpr/dps
WP_078370151	dpr/dps
WP_078134734	dpr/dps
WP_079103007	dpr/dps
WP_080977080	dpr/dps
WP_079017618	dpr/dps
WP_078138353	dpr/dps
WP_061592105	dpr/dps
WP_049547442	dpr/dps
WP_002900930	dpr/dps
WP_002907052	dpr/dps
WP_002898046	dpr/dps
WP_002896187	dpr/dps
KXT81630	dpr/dps
WP_072073590	dpr/dps
WP_008809115	dpr/dps
OFL24303	dpr/dps
WP_096755392	dpr/dps
WP_015605512	dpr/dps
WP_062006123	dpr/dps
CFP86287	dpr/dps
WP_006148031	dpr/dps
WP_061459454	dpr/dps
ETJ07695	dpr/dps
WP_075566652	dpr/dps
KGF32306	dpr/dps
WP_078172450	dpr/dps
CZC67208	dpr/dps
SNP69332	dpr/dps
WP_050216048	dpr/dps
CJC61186	dpr/dps
WP_003070162	dpr/dps
WP_006596795	dpr/dps
WP_048715796	dpr/dps
WP_058670218	dpr/dps
WP_002919455	dpr/dps
WP_004187901	dpr/dps
WP_002911956	dpr/dps
WP_002932687	dpr/dps
WP_002921972	dpr/dps
WP_009754550	dpr/dps
WP_045634713	dpr/dps
WP_061602272	dpr/dps
WP_061422488	dpr/dps
WP_005592380	dpr/dps
WP_078377036	dpr/dps
WP_049486840	dpr/dps
WP_009731831	dpr/dps
WP_070661549	dpr/dps
WP_048687737	dpr/dps
WP_009659868	dpr/dps
KXT71807	dpr/dps
WP_048767813	dpr/dps
WP_061911297	dpr/dps
WP_068991405	dpr/dps
WP_061591188	dpr/dps
WP_013904287	dpr/dps
WP_049485773	dpr/dps
WP_003001978	dpr/dps
EQC75822	dpr/dps
WP_049514433	dpr/dps
WP_049522575	dpr/dps
WP_003009034	dpr/dps
KXT86704	dpr/dps
WP_049498186	dpr/dps
WP_010886068	mymT
WP_086154156	mymT
WP_078449647	mymT
WP_080605226	mymT
WP_079092202	mymT
WP_079015163	mymT
WP_078450749	mymT
WP_078446200	mymT
WP_078841861	mymT
EFD45488	mymT
WP_079094275	mymT
WP_079097472	mymT
WP_078730055	mymT
WP_085324041	mymT
WP_076064843	mymT
WP_068206356	mymT
WP_082953243	mymT
WP_007167279	mymT
WP_084707331	mymT
WP_085076326	mymT
WP_085179830	mymT
WP_090421470	mymT
WP_073877879	mymT
WP_085081571	mymT
WP_085270337	mymT
WP_081283760	mymT
WP_083133171	mymT
WP_082951234	mymT
WP_045383006	mymT
WP_082951845	mymT
WP_083175737	mymT
WP_003874109	mymT
WP_082123224	mymT
WP_082958757	mymT
WP_066933287	mymT
WP_081465452	mymT
WP_082956685	mymT
WP_082948264	mymT
WP_042791826	mymT
WP_081654569	mymT
WP_055401173	mymT
WP_075233985	mymT
WP_008261926	mymT
WP_040629595	mymT
WP_064856982	mymT
WP_064921058	mymT
WP_082953016	mymT
WP_003221087	ebrA
WP_019714480	ebrA
WP_041520967	ebrA
WP_019258469	ebrA
WP_088679108	ebrA
WP_072183726	ebrA
WP_090557845	ebrA
ARV47444	ebrA
ELS61475	ebrA
WP_084992382	ebrA
WP_014664058	ebrA
OEI76622	ebrA
WP_095432818	ebrA
WP_083252861	ebrA
KFF56427	ebrA
WP_040083102	ebrA
WP_024715975	ebrA
WP_024572445	ebrA
SIQ35482	ebrA
AKD35138	ebrA
WP_075746268	ebrA
AOY07711	ebrA
OLQ57053	ebrA
WP_087991476	ebrA
OAZ71238	ebrA
WP_047182641	ebrA
AOL97555	ebrA
AGA23967	ebrA
WP_080474676	ebrA
OBA08450	ebrA
ANJ32940	ebrA
ARV98767	ebrA
WP_039074022	ebrA
WP_024121491	ebrA
WP_010334329	ebrA
WP_059292733	ebrA
WP_010328371	ebrA
WP_059335763	ebrA
WP_003328822	ebrA
WP_094232062	ebrA
WP_061571631	ebrA
WP_058837645	ebrA
WP_039178769	ebrA
WP_095408565	ebrA
WP_048239860	ebrA
WP_034281927	ebrA
WP_024424092	ebrA
EMI13313	ebrA
WP_073414207	ebrA
WP_057079514	ebrA
WP_045035123	ebrA
WP_007410378	ebrA
WP_003154071	ebrA
WP_088037149	ebrA
ASB53204	ebrA
WP_060699003	ebrA
PCK21441	ebrA
WP_066030879	ebrA
WP_041117460	ebrA
WP_046311050	ebrA
WP_034324211	ebrA
WP_071169164	ebrA
EKF34524	ebrA
WP_082247390	ebrA
WP_026587100	ebrA
WP_016936028	ebrA
WP_061520619	ebrA
WP_045926685	ebrA
WP_013352348	ebrA
WP_071391801	ebrA
WP_072177790	ebrA
WP_012010038	ebrA
WP_023857655	ebrA
WP_076791297	ebrA
AGN36362	ebrA
Q65JB1	ebrA
WP_077736791	ebrA
WP_064778945	ebrA
WP_065521245	ebrA
WP_065981520	ebrA
WP_088612843	ebrA
WP_061407876	ebrA
WP_003211368	ebrA
WP_034662156	ebrA
WP_048354569	ebrA
WP_058013924	ebrA
KIL12293	ebrA
WP_046132488	ebrA
WP_076760623	ebrA
WP_006640261	ebrA
WP_065097322	ebrA
WP_010094724	ebrA
BAA88576	ebrB
SCV41309	ebrB
WP_061187512	ebrB
WP_019258468	ebrB
WP_072183727	ebrB
WP_003238368	ebrB
WP_019714479	ebrB
WP_060398664	ebrB
EHA29445	ebrB
WP_087991493	ebrB
WP_071576902	ebrB
AGA23968	ebrB
WP_085186041	ebrB
KJJ42354	ebrB
WP_064813998	ebrB
WP_046381046	ebrB
WP_075746266	ebrB
WP_039074021	ebrB
BAI85352	ebrB
WP_069149626	ebrB
WP_029317824	ebrB
WP_047182640	ebrB
WP_040083104	ebrB
WP_095432817	ebrB
AFI28417	ebrB
WP_088667750	ebrB
WP_024121490	ebrB
WP_044155801	ebrB
WP_029441281	ebrB
WP_003328823	ebrB
ATO29067	ebrB
WP_061571630	ebrB
WP_035181578	ebrB
WP_024720399	ebrB
WP_056704771	ebrB
WP_073414209	ebrB
WP_007499443	ebrB
WP_096881439	ebrB
WP_017367285	ebrB
CVM92268	ebrB
WP_017359037	ebrB
WP_032865393	ebrB
WP_034281925	ebrB
WP_047203903	ebrB
WP_065097321	ebrB
WP_035391995	ebrB
WP_047945890	ebrB
WP_034324214	ebrB
WP_024424093	ebrB
WP_048239858	ebrB
WP_075623712	ebrB
WP_044330809	ebrB
WP_058837646	ebrB
WP_006640262	ebrB
WP_044801456	ebrB
WP_032874987	ebrB
WP_087975678	ebrB
WP_039178767	ebrB
WP_008360397	ebrB
WP_071169252	ebrB
WP_073979732	ebrB
WP_049628516	ebrB
WP_016936029	ebrB
WP_047474876	ebrB
CBI42924	ebrB
WP_065981519	ebrB
WP_061520618	ebrB
WP_041085205	ebrB
CCF05217	ebrB
WP_064778944	ebrB
CDH95816	ebrB
WP_094031727	ebrB
WP_017417819	ebrB
WP_061581356	ebrB
WP_071391802	ebrB
WP_003154073	ebrB
WP_045926686	ebrB
COC49284	ebrB
WP_060699004	ebrB
WP_003211537	ebrB
SLC56496	ebrB
WP_044141845	ebrB
WP_034662159	ebrB
PCK21440	ebrB
WP_058013925	ebrB
WP_012010037	ebrB
WP_039230521	ebrB
WP_046132487	ebrB
KKB38329	ebrB
WP_048354568	ebrB
WP_053400914	ebrB
WP_020451495	ebrB
WP_003182037	ebrB
WP_054090693	copA
WP_015062129	copA
KPB78031	copA
EGH31653	copA
WP_095102589	copA
WP_074910467	copA
WP_017709559	copA
WP_090361386	copA
WP_056843718	copA
WP_011267050	copA
WP_058432270	copA
WP_058418589	copA
WP_060406110	copA
WP_007162444	copA
WP_074585334	copA
WP_058786664	copA
WP_015062130	copB
KPB78032	copB
WP_080433819	copB
WP_056843717	copB
ODJ92773	copB
KTC11684	copB
WP_095102591	copB
WP_090361384	copB
WP_074910468	copB
WP_017709558	copB
WP_011267051	copB
WP_058418590	copB
WP_093255700	copB
KTT00713	copB
WP_081321757	copB
WP_082066233	copB
WP_003317555	copC
2C9R	copC
WP_080395455	copC
WP_074322673	copC
WP_074910471	copC
WP_080433820	copC
KTB98816	copC
WP_090361382	copC
WP_011267052	copC
KTC11685	copC
WP_056843940	copC
WP_027597900	copC
WP_093255641	copC
WP_093257069	copC
WP_007163121	copC
WP_058786663	copC
WP_044340848	copC
WP_015062131	copD
WP_003317556	copD
WP_060406111	copD
WP_058432271	copD
WP_074910473	copD
WP_056843716	copD
WP_058418591	copD
WP_011267053	copD
WP_090361378	copD
WP_059309777	merR
WP_058489298	merR
WP_077933509	merR
WP_033997339	merR
WP_011111454	merR
OJY55633	merR
OYW35812	merR
OYY37330	merR
WP_001294666	merT
WP_001294658	merT
WP_072694067	merT
WP_015272416	merT
WP_047731877	merT
WP_001294660	merT
WP_048269858	merT
WP_017901444	merT
WP_063858971	merT
WP_089640815	merT
WP_031623830	merT
ADB45257	merT
WP_001294665	merT
WP_032489135	merT
WP_074722297	merT
WP_024815496	merT
WP_063459339	merT
WP_020833727	merT
WP_001294654	merT
WP_001294656	merT
WP_032430780	merT
ALV81785	merT
WP_085696795	merT
WP_044702954	merT
WP_001776100	merT
CAC79200	merT
AEP25426	merT
WP_069729941	merT
WP_039267225	merT
WP_005413397	merT
WP_065800154	merT
WP_004099002	merT
SDU23332	merT
WP_021138750	merT
BAH90194	merT
WP_004636748	merT
BBA37115	merT
KTN97891	merT
WP_045340527	merT
WP_020805601	merT
WP_045344825	merT
WP_038883878	merT
WP_097430303	merT
WP_095453987	merT
WP_031944092	merT
WP_004200999	merT
APB61944	merT
WP_097368667	merT
WP_001294657	merT
AMD83488	merT
WP_096159688	merT
WP_065186965	merT
PAT27967	merT
AEP25413	merT
AEP25434	merT
WP_024552203	merT
WP_033874600	merT
WP_031944016	merT
WP_013646136	merT
KXJ03697	merT
WP_012079605	merT
WP_070700471	merT
AEP25429	merT
AEP25432	merT
WP_001294667	merT
WP_060091927	merT
WP_010791753	merT
WP_027011226	merT
CAC38824	merT
WP_066709598	merT
CAD97553	merT
WP_054471485	merT
WP_001294659	merT
Q51769	merT
WP_032454987	merT
WP_087842558	merT
WP_050153627	merT
WP_047219938	merT
WP_063122554	merT
OIP09758	merT
WP_034398354	merT
WP_057689726	merT
WP_006224622	merT
AMO42478	merT
WP_003124454	merT
WP_058972031	merT
WP_096262409	merT
ACA35074	merT
WP_065995582	merT
WP_057061776	merT
WP_034018932	merT
WP_034600610	merT
WP_058148291	merT
WP_086924613	merT
WP_064773570	merT
WP_033879854	merT
WP_024815625	merT
WP_088753986	merT
WP_008905314	merT
WP_005798838	merT
WP_088170750	merT
ACH56215	merT
KRP77176	merT
WP_074162433	merT
WP_011111453	merT
WP_088213539	merT
ASO65069	merT
OJY10846	merT
WP_042935519	merT
WP_077133186	merT
WP_077124469	merT
WP_012824082	merT
WP_033997338	merT
WP_064159455	merT
WP_012806011	merT
WP_080076306	merT
CAC86913	merT
WP_000732290	merP
WP_087083423	merP
WP_088813958	merP
WP_044080022	merP
CDH76753	merP
WP_052156514	merP
WP_050395533	merP
WP_035609272	merP
WP_088352297	merP
WP_027814026	merP
WP_045735837	merP
WP_024552204	merP
WP_086252173	merP
KZY97063	merP
AEP25440	merP
BAH90195	merP
WP_041038525	merP
AEP25447	merP
WP_063459340	merP
WP_045218228	merP
WP_021138751	merP
WP_087937224	merP
WP_010791754	merP
WP_004099005	merP
AEP25443	merP
AEP25444	merP
WP_003124453	merP
WP_088753987	merP
BBA37116	merP
P04131	merP
WP_033945651	merP
WP_004636750	merP
WP_011633167	merP
WP_079866865	merP
WP_066709595	merP
AEP25450	merP
WP_021028362	merP
WP_034398351	merP
WP_000732276	merP
WP_085354275	merP
WP_008905313	merP
KFJ93422	merP
WP_063844163	merP
WP_068814600	merP
SAY04647	merP
WP_074722291	merP
ADB45256	merP
WP_047343525	merP
WP_074702060	merP
WP_011997470	merP
1GC0	mdeA
WP_043861022	mdeA
5X2Z	mdeA
WP_078479515	mdeA
3VK2	mdeA
WP_064302440	mdeA
WP_095154617	mdeA
WP_042122949	mdeA
WP_009408199	mdeA
WP_075806419	mdeA
WP_065761280	mdeA
WP_010220748	mdeA
WP_045197282	mdeA
AFK68419	mdeA
WP_038998841	mdeA
WP_095162193	mdeA
WP_011535565	mdeA
WP_038607165	mdeA
WP_028943262	mdeA
WP_045183590	mdeA
WP_019752498	mdeA
WP_017147944	mdeA
WP_019439050	mdeA
WP_014592298	mdeA
WP_050703827	mdeA
WP_014859327	mdeA
WP_064490726	mdeA
WP_020189997	mdeA
WP_016713538	mdeA
WP_063913324	mdeA
WP_025340566	mdeA
WP_085664415	mdeA
WP_087500453	mdeA
WP_021784133	mdeA
WP_060545303	mdeA
WP_062575084	mdeA
WP_012053661	mdeA
WP_003251805	mdeA
WP_046616506	mdeA
WP_070095544	mdeA
WP_085692183	mdeA
WP_085601200	mdeA
WP_025753962	mdeA
WP_060499783	mdeA
WP_060709558	mdeA
WP_008093632	mdeA
WP_085592153	mdeA
WP_095064194	mdeA
WP_023632306	mdeA
WP_051098585	mdeA
WP_054899243	mdeA
WP_046857026	mdeA
WP_090344880	mdeA
WP_070092322	mdeA
WP_010952431	mdeA
WP_096049398	mdeA
WP_054888611	mdeA
WP_085721008	mdeA
WP_085626498	mdeA
WP_028689768	mdeA
WP_069016115	mdeA
WP_015271728	mdeA
WP_060538905	mdeA
WP_038410128	mdeA
WP_085705596	mdeA
WP_004575115	mdeA
WP_028698616	mdeA
WP_056801782	mdeA
WP_023378802	mdeA
WP_047582663	mdeA
WP_033702855	mdeA
WP_085273977	mdeA
WP_043207454	mdeA
OII57843	mdeA
WP_054884645	mdeA
WP_088852355	mdeA
WP_039613007	mdeA
WP_054573309	mdeA
WP_085614303	mdeA
WP_060484876	mdeA
WP_047595802	mdeA
WP_027918019	mdeA
WP_012274082	mdeA
WP_027595327	mdeA
WP_084857233	mdeA
WP_070576219	mdeA
WP_013974133	mdeA
WP_063422314	mdeA
WP_075046274	mdeA
WP_061552450	mdeA
WP_058637170	mdeA
WP_086975367	mdeA
WP_060493237	mdeA
WP_019470622	mdeA
WP_039604487	mdeA
WP_012312842	mdeA
WP_016488988	mdeA
WP_085675064	mdeA
WP_047149989	mdeA
WP_079226624	mdeA
WP_060483255	mdeA
WP_028635206	mdeA
WP_054893982	mdeA
WP_063546022	mdeA
WP_043198003	mdeA
WP_049274851	mdeA
WP_054912042	mdeA
WP_054905346	mdeA
WP_016498027	mdeA
WP_029887198	mdeA
WP_058604938	mdeA
WP_046784836	mdeA
AAB03240	mdeA
WP_060508570	mdeA
WP_065864168	mdeA
WP_023534367	mdeA
WP_027914464	mdeA
WP_060479573	mdeA
WP_088522911	mdeA
WP_028625776	mdeA
WP_039579885	mdeA
WP_016395491	mdeA
WP_028696591	mdeA
WP_060394914	mdeA
WP_038412165	mdeA
SEC26603	mdeA
SAM33205	mdeA
CRM82943	mdeA
SMF60465	mdeA
WP_032880742	mdeA
WP_065910373	mdeA
SCX28478	mdeA
SFS26953	mdeA
PFG72203	mdeA
WP_029294363	mdeA
WP_070995050	mdeA
WP_092238603	mdeA
WP_092245702	mdeA
WP_093126813	mdeA
WP_034113995	mdeA
WP_071490033	mdeA
WP_048730670	mdeA
WP_087695225	mdeA
WP_003212495	mdeA
WP_065878301	mdeA
WP_017530300	mdeA
WP_017739423	mdeA
WP_048383325	mdeA
WP_053133401	mdeA
WP_040268572	mdeA
WP_034138419	mdeA
WP_094952732	mdeA
WP_034098362	mdeA
WP_090405516	mdeA
WP_017846579	mdeA
WP_005788983	mdeA
WP_003173451	mdeA
WP_078732830	mdeA
WP_098466307	mdeA
WP_003442381	mdeA
WP_010657419	mdeA
WP_095111118	mdeA
WP_095169087	mdeA
WP_010167187	mdeA
WP_017479793	mdeA
WP_034117691	mdeA
WP_058427270	mdeA
WP_094066696	mdeA
WP_071495270	mdeA
WP_068967385	mdeA
WP_078828090	mdeA
KTC37413	mdeA
WP_046383719	mdeA
WP_016974053	mdeA
WP_057004699	mdeA
WP_041118742	mdeA
WP_011061794	mdeA
WP_053159158	mdeA
WP_015635977	mdeA
WP_053152317	mdeA
WP_034104343	mdeA
CRM91182	mdeA
WP_057014394	mdeA
WP_057025599	mdeA
WP_060693248	mdeA
WP_063028811	mdeA
WP_076016698	mdeA
WP_093426290	mdeA
WP_038846595	mdeA
WP_034134393	mdeA
WP_010211051	mdeA
WP_098951870	mdeA
WP_016976081	mdeA
WP_095015775	mdeA
WP_028615835	mdeA
WP_056846505	mdeA
WP_046068578	mdeA
WP_078047981	mdeA
WP_059398296	mdeA
WP_064452019	mdeA
WP_057960118	mdeA
WP_065941157	mdeA
OAE16174	mdeA
WP_038441955	mdeA
OPK05030	mdeA
PHN62395	mdeA
WP_076961410	mdeA
WP_029978520	mdeA
WP_069023539	mdeA
WP_078824336	mdeA
WP_043051795	mdeA
WP_024076044	mdeA
WP_073509192	mdeA
WP_060766388	mdeA
WP_088427234	mdeA
WP_053194000	mdeA
WP_057703171	mdeA
WP_078467669	mdeA
WP_044270519	mdeA
WP_069672668	mdeA
WP_078802924	mdeA
WP_033897441	mdeA
WP_042572045	mdeA
WP_057710030	mdeA
WP_032892251	mdeA
WP_083358049	mdeA
WP_071483446	mdeA
WP_053256485	mdeA
WP_095185956	mdeA
WP_017255502	mdeA
WP_047337103	mdeA
WP_078833873	mdeA
WP_073454248	mdeA
WP_014718111	mdeA
WP_020303171	mdeA
WP_090370368	mdeA
WP_060755578	mdeA
WP_073526506	mdeA
WP_084377641	mdeA
WP_085597999	mdeA
WP_093208206	mdeA
WP_024777206	mdeA
WP_047703122	mdeA
WP_055136609	mdeA
WP_041022791	mdeA
WP_049708742	mdeA
WP_046034022	mdeA
WP_047287423	mdeA
WP_003190638	mdeA
WP_025855679	mdeA
OYU08668	mdeA
WP_069551397	mdeA
WP_032885763	mdeA
WP_065943750	mdeA
WP_010564303	mdeA
WP_019817296	mdeA
WP_073842744	mdeA
WP_060767280	mdeA
WP_094710176	mdeA
WP_022639307	mdeA
SDS73945	mdeA
WP_053151222	mdeA
WP_095146588	mdeA
WP_012723761	mdeA
WP_064053923	mdeA
WP_027618124	mdeA
WP_032863717	mdeA
WP_058410447	mdeA
WP_094995175	mdeA
WP_047277263	mdeA
WP_047274937	mdeA
WP_047280349	mdeA
WP_054898655	mdeA
WP_034127387	mdeA
WP_057974882	mdeA
WP_089041877	mdeA
WP_072448801	mdeA
WP_078469009	mdeA
WP_092313985	mdeA
OAE10738	mdeA
WP_070413250	mdeA
WP_047291300	mdeA
WP_094990838	mdeA
WP_094988147	mdeA
WP_097192325	mdeA
WP_094989067	mdeA
WP_060839820	mdeA
WP_095077159	mdeA
WP_060843917	mdeA
WP_093546887	mdeA
WP_048358391	mdeA
WP_078742016	mdeA
WP_058421797	mdeA
WP_056859459	mdeA
WP_065931796	mdeA
WP_095026973	mdeA
WP_095039164	mdeA
WP_095002347	mdeA
WP_046809785	mdeA
WP_019828907	mdeA
WP_095018823	mdeA
WP_095021171	mdeA
WP_088377051	mdeA
WP_095028240	mdeA
WP_016780412	mdeA
WP_086796286	mdeA
WP_059588697	mdeA
WP_047304910	mdeA
WP_068580833	mdeA
WP_095036638	mdeA
